tweetId,user,created,no_of_likes,source_of_tweet,sentiment,,,
2713,SolomonKarori2,2021-03-11 22:33:47+00:00,2,None,Denmark Stops Covid-19 Vaccine Being Used in Kenya After Patients Started Having Blood Clots\nhttps://t.co/VccUwoI5as\n\nDownload Now\nhttps://t.co/rGUuMNdxMa 😎😷,,,
2714,citizentvkenya,2021-03-11 20:09:34+00:00,57,None,"First vaccine, third wave…\n\nKaikai: We keep becoming tough at nigh but very okay during the day as if in Kenya we have a nocturnal variant of COVID-19… those inconsistencies are part of the reas...",,,
2715,IndiainKenya,2021-03-11 19:53:41+00:00,54,None,"India's gift of 100,000 doses of Covid-19 Vaccines arrives in Kenya.\n\n#VaccineMaitri https://t.co/BEAKQnvmOu",,,
2716,erycoyugi,2021-03-11 19:24:07+00:00,1,None,What if Raila Odinga results being positive for Covid-19 is just a scam in preparation to acquisition of more loans to be granted to Kenya in regards to the pandemic vaccine as COVID-19 billionair...,,,
2717,ARCBriefing,2021-03-11 17:56:42+00:00,0,None,@ukkenyatta continues to manage the #covid-19 #pandemic as the first batch of #vaccines arrive in #Kenya as part of the #COVAX scheme #ARCBriefing https://t.co/QSeGM8h24M,,,
2718,PeratoN_Senior,2021-03-11 17:36:42+00:00,1,None,"This is Kenya  for you.\nWeeks after splashing 4.2 billion for MCAs to vote BBI, we are now begging 5 billion to finance Covid-19 Vaccine. \nAnd they tell us Jayden studied economics somewhere in ...",,,
2719,puplinpups,2021-03-11 16:35:43+00:00,0,None,"@moriowaronga @MOH_Kenya Let the cargo in,our immune system is good for uptake of AltraZeneca Covid-19 vaccine that is banned in Denmark.",,,
2720,switchtvkenya,2021-03-11 16:01:32+00:00,5,None,"COVID-19 VACCINE UPDATE\nKenya receives 100,000 doses of AstraZeneca Covid-19 Vaccine as a donation by the Indian Government. This is the second batch of vaccines to arrive in Kenya https://t.co/v...",,,
2721,deco_nur,2021-03-11 15:07:18+00:00,0,None,Alarm raised on Covid-19 Vaccine used in KENYA after its found to cause blood clot in other countries. https://t.co/OKxad3F24d,,,
2722,TitiKenya,2021-03-11 14:25:09+00:00,3,None,"Crushing Covid-19, I got my Covid-19 vaccine! Thanks to @MOH_Kenya @NMS_Kenya @KNH_hospital for vaccinating all Healthcare workers including us in private sector.\n#Covid_19 #CovidVaccine https://...",,,
2723,BelleWario,2021-03-11 14:04:23+00:00,0,None,"Kenya is a comedy show, but it is not funny.\nWeeks after splashing 4.2 billion for MCAs to vote BBI, we are begging 5 billion to finance Covid-19 Vaccine. Surely where are we heading to Kenyans??...",,,
2724,KWALANDA,2021-03-11 12:50:58+00:00,2,None,The Covid-19 vaccine Kenya is administering (AstraZeneca) has been suspended in Denmark and Austria: Reuters @MOH_Kenya @DrPatrickAmoth @StateHouseKenya,,,
2725,MashMMXIV,2021-03-11 12:44:13+00:00,4,None,"(Reuters) - Denmark has put using AstraZeneca's COVID-19 vaccine shots on hold for two weeks after reports of cases of blood clots forming, including one death in Denmark, Danish authorities said ...",,,
2726,ntvkenya,2021-03-11 12:30:06+00:00,18,None,"Kenya approves use of controversial Russian Covid-19 vaccine\n\nRussian Direct Investment Fund (RDIF), the country's sovereign wealth fund, on Wednesday announced the approval of the use of Sputni...",,,
2727,CaptKibet_,2021-03-11 12:28:13+00:00,3,None,Denmark has suspended the use of AstraZeneca Covid-19 vaccine (currently being used in Kenya) over reports of blood clots.,,,
2728,NaiHaps,2021-03-11 12:20:22+00:00,1,None,"AstraZeneca Covid-19 vaccine being used in Kenya halted in Denmark, Austria\n \nhttps://t.co/3celqFBsxK",,,
2729,kutv_kenya,2021-03-11 11:44:02+00:00,1,None,"Denmark has temporarily suspended AstraZeneca COVID-19 vaccine shots after reports of cases of blood clots forming, including one in Denmark, Danish authorities said.\n\nThey said six other Europe...",,,
2730,wanderi55,2021-03-11 11:34:08+00:00,0,None,"@MailOnline In Kenya President Uhuru Kenyatta was the first in all things, FROM SGR Loans to its First Ride, to Huduma number to BBI SIGNATURE, to lockdown in the EA region \n\nBut in Covid-19 vac...",,,
2731,s_jungles,2021-03-11 11:31:16+00:00,2,None,No one is yet to present with any Covid-19 vaccine side effects here in Kenya??? We really are a peculiar lot.. With most battling chronic health issues and lifestyle diseases and the vaccine has ...,,,
2732,KingdomTV247,2021-03-11 11:22:12+00:00,11,None,"Kenya approves use of controversial Russian Covid-19 vaccine\n\nRussian Direct Investment Fund (RDIF), the country's sovereign wealth fund, on Wednesday announced the approval of the use of Sputni...",,,
2733,TheKenbwoyMsafi,2021-03-11 11:21:05+00:00,0,None,"Kenya approves use of controversial Russian Covid-19 vaccine\n\nRussian Direct Investment Fund (RDIF), the country's sovereign wealth fund, on Wednesday announced the approval of the use of Sputni...",,,
2734,NationAfrica,2021-03-11 11:02:14+00:00,18,None,"Kenya approves use of controversial Russian Covid-19 vaccine\n\nRussian Direct Investment Fund (RDIF), the country's sovereign wealth fund, on Wednesday announced the approval of the use of Sputni...",,,
2735,lorraineabwao,2021-03-11 08:20:45+00:00,0,None,One Year Later : PROSPECT IN TIMES OF CORONAVIRUS Friday will mark a year since the first case of covid-19 was reported in Kenya . A beam of light in the fight against the virus as a flight carryi...,,,
2736,skomu3,2021-03-11 07:07:23+00:00,0,None,Kenya is also seeking Ksh10 billion from the World Bank to help in procuring the next Covid-19 vaccines. via @Kenyans https://t.co/cQMFRJjJ63 after seeing almost have of such amount  'entice' MCA'...,,,
2737,komeotobo,2021-03-11 06:16:42+00:00,0,None,'Opposition leader Tundu Lissu has told the BBC that according to his sources the president is being treated in hospital for coronavirus in Kenya.\nMr Magufuli has faced criticism for his handling...,,,
2738,symonwonder,2021-03-11 06:07:05+00:00,0,None,@CKyobutungi Good morning! I have read your interesting article on The Conversation about the COVID-19 Vaccine rollout plan in Kenya. Do you have any link to the report/Plan? https://t.co/tGNSGsaUQY,,,
2739,CapitalFMKenya,2021-03-11 05:30:03+00:00,3,None,Catholic church in Kenya says not against COVID-19 vaccine https://t.co/GCJ0qGpBgf,,,
2740,PulseLiveKenya,2021-03-11 04:59:44+00:00,2,None,"The Ministry of Health in Kenya has approved use of the Sputnik V Covid-19 vaccine, the Russian Embassy has confirmed. https://t.co/PIj3Vb4ftp https://t.co/3nsW2WNYLW",,,
2741,EricArnd,2021-03-11 03:01:50+00:00,3,None,@NzauPriscilla @DrMercyHealth @MOH_Kenya @BernadetteAlic4 @Maureen55352469 @AlexNjenga205 @speakkam @DrMercyHealth is speaking of getting vaccine free of charge. Why then government is borrowing b...,,,
2742,MarvinRotrand,2021-03-11 02:43:29+00:00,1,None,"Magufuli has repeatedly denied that Covid-19 is spreading in Tanzania, claimed vaccines are dangerous, suggested instead that people pray and inhale herbal-infused steam. Tanzania’s missing presid...",,,
2743,Fredmasikonte,2021-03-11 02:36:17+00:00,0,None,No sooner had the covid 19 vaccine landed in Kenya than the third wave of corona started ravaging the country!\nWhat a joke!,,,
2744,matinatins,2021-03-10 21:35:42+00:00,0,None,The same vaccine has arrived in kenya🙆‍♀️South Korea probing two deaths after AstraZeneca's COVID-19 vaccine: KDCA https://t.co/6BoejrWhYz,,,
2745,Alxyore,2021-03-10 20:06:32+00:00,2,None,If the Tanzanian govt doesn't accuire the #Covax Vaccine things get worse there Thats an opportunity for the Covid-19 Entrepreneurs in Kenya will have seen a fresh new opportunity to sell Our Keny...,,,
2746,simaba2020,2021-03-10 19:10:55+00:00,5,None,"Magufuli is in kenya (Nairobi Hospital) seeking treatment for Covid 19 complications.\n\nHow ironic is this after he told his country people that there is nothing like Covid, they shouldn't wear M...",,,
2747,HarunMaruf,2021-03-10 18:11:03+00:00,33,None,"136 new Covid-19 cases and 8 deaths have been confirmed today. I interviewed @AbikarDr, and asked her why our vaccines are stuck in a warehouse, in Kenya, for days now? https://t.co/PPVUfdZxE4",,,
2748,ncpeds,2021-03-10 17:15:20+00:00,9,None,"NCPeds VP, Dr. Kenya McNeal-Trice of UNC trusts in vaccines that she jumped at the chance to administer her husband's @Rodney_Trice first COVID-19 dose when it became available to him as a school ...",,,
2749,Princewangui,2021-03-10 16:11:44+00:00,0,None,"@MOH_Kenya CS  @mutahikagwe_  tells me that we are in a very dangerous face. Kenya is experiencing the third wave of covid 19. Kenyans, let's take care, let's observe all covid 19 protocol. Let's ...",,,
2750,ppbkenya,2021-03-10 16:01:34+00:00,1,None,"@MOH_Kenya established structures that are mandated deploy the vaccines in counties & the vaccination exercise i.e. the County Covid-19 Vaccine Steering Committee, the country Covid-19 Vaccine...",,,
2751,VgOgero,2021-03-10 15:51:54+00:00,1,None,@crawntrustkenya @LindaKatiba @DrRoselynAkombe well even the funds that had been stashed abroad in offshore accounts proceeds of corruption could be used to purchase more vaccines to combat Covid ...,,,
2752,KenyaGovernors,2021-03-10 15:44:09+00:00,1,None,These included: - the Roll out of the COVID-19 Vaccine, Non-release of the equitable share, Withheld funds approved already provided in County Allocation of Revenue Act 2019, and the upcoming Keny...
2753,Samwyri,2021-03-10 15:43:41+00:00,0,None,Sputnik V authorized in Kenya | Official website vaccine against COVID-19 Sputnik V. https://t.co/Pl3HAQXoFw,,,
2754,MssZeeUsman,2021-03-10 15:05:44+00:00,15,None,"Kenya approves the use of Russia's Sputnik V Covid-19 vaccine. \n\nIt is the 10th African nation to do so. Others include Algeria, Angola, Congo-Brazza, Djibouti, Egypt, Ghana & Guinea. \n\nSp...",,,
2755,justKitan,2021-03-10 14:10:39+00:00,2,None,"Tanzania’s president, John Magufuli, denied Covid-19 for months. Threatened health workers on reporting any Covid related death. Doubted the effectiveness of the Vaccines and didn’t bother to bid ...",,,
2756,PDUDelivery,2021-03-10 13:41:31+00:00,29,None,PDU Secretary @andrew_wakahiu1 accompanied Interior PS @Karanjakibicho and @IG_NPS in taking Covid-19 vaccination jab at Kenya Police HQs. The Secretary urged police officers & other frontline...,,,
2757,KennedyWandera_,2021-03-10 12:51:44+00:00,1,None,"The Health Minister says the new wave has claimed 12 people in the last 24 hours, pushing the country’s death toll 1,898\n\n4,000 Kenyans have been vaccinated against #COVID—19, a week after Kenya...",,,
2758,News_Kenya,2021-03-10 12:22:22+00:00,0,None,"Catholic church in Kenya says not against COVID-19 vaccine: NAIROBI, Kenya, Mar 9- The Kenya Conference of Catholic Bishops says Catholic faithful like other Kenyans are free to take the COVID-19 ...",,,
2759,MPESAShippingUS,2021-03-10 09:27:03+00:00,0,None,Catholic church in Kenya says not against COVID-19 vaccine https://t.co/Sj6b5pBBWT https://t.co/X7Mp0oByov,,,
2760,Transincompany,2021-03-10 08:57:26+00:00,0,None,"""Your health is your wealth."" \nLast week we spoke about the arrival of the Covid-19 vaccine in Kenya and its significance.  As we continue this series, cognizant of the fact that good health play...",,,
2761,SpokespersonGoK,2021-03-10 08:46:17+00:00,1,None,What do you know about the COVID-19 vaccine in Kenya so far?\nhttps://t.co/bQ3VJAjQsX,,,
2762,PulseLiveKenya,2021-03-10 08:08:14+00:00,0,None,Makueni Governor @governorkibwana has become the first governor in Kenya to take the Covid-19 vaccine. https://t.co/CdGceH9mBs https://t.co/ecPBtwiVnY,,,
2763,1_kevs,2021-03-10 07:23:52+00:00,0,None,"The Covid-19 vaccine has been brought to Kenya for kenyans to benefit from it, this is why you should take it as it's important in this covid-19 war! \n\n#KickCOVIDoutOfKenya https://t.co/8CsPTjA6O0",,,
2764,MaudhuiHouse,2021-03-10 07:03:05+00:00,0,None,"Catholic Bishops distance themselves from statement made by Kenya Catholic Doctors Association on March 3 calling ongoing Covid-19 vaccine drive ""unnecessary"". Those doctors cannot and should not ...",,,
2765,JumaGathoni,2021-03-10 06:38:48+00:00,0,None,"For those worried about COVID 19 vaccines, please note the vaccine\nmust receive PPB authorization before use in Kenya. The authorization process involves evaluating submitted data on the quality,...",,,
2766,FrankMtetezi,2021-03-10 06:17:26+00:00,34,None,"Is it a coincidence that the covid 19 Vaccine arrived in Kenya and the Tanzania President John Pombe Magufuli also arrived in time at Nairobi Hospital ? , Meanwhile citizen TV can continue apologi...",,,
2767,1_kevs,2021-03-10 06:13:21+00:00,0,None,The Covid-19 vaccine is gonna help greatly in the war against covid-19 virus in Kenya #KickCOVIDoutOfKenya https://t.co/P3tF70Hetb,,,
2768,SonkoNews,2021-03-09 21:03:12+00:00,0,None,"Kenya Conference of Catholic Bishops (KCCB) on Tuesday, March 9, asked the Ministry of Health to take requisite measures to affirm the efficacy of the Covid-19 vaccines in the face of emerging con...",,,
2769,NMS_Kenya,2021-03-09 17:37:07+00:00,17,None,Roll out of Covid-19 Vaccine in Nairobi County.  \nNational Spinal Injury Hospital\nMathare Hospital\nMoi airbase Hospital\nMbagathi Hospital\nMemorial Hospital\nK.U Medical Centre\n KNH\nState Ho...,,,
2770,News_Kenya,2021-03-09 16:34:45+00:00,0,None,Catholic Bishops endorse Covid-19 vaccines amid efficacy concerns: The Ministry of Health has been challenged to take requisite steps to affirm the efficacy of the Covid-19 vaccines in the face o....,,,
2771,aciafricanews,2021-03-09 16:18:02+00:00,2,None,"Catholic Bishops in Kenya Endorse COVID-19 Vaccine as “licit, ethically acceptable” https://t.co/TwRmEy0m3k",,,
2772,kipembecharlo,2021-03-09 13:56:44+00:00,0,None,@JamesOngwae @susan_mochache @MOH_Kenya The much awaited Covid-19 vaccine is  in the county at KTRH in Kisii https://t.co/c6Efa618WJ,,,
2773,kipembecharlo,2021-03-09 13:55:06+00:00,0,None,@JamesOngwae @susan_mochache @MOH_Kenya Health workers in Kisii County queue for the Covid- 19 vaccine  at KTRH hospital https://t.co/Tx9vMONn5P,,,
2774,kipembecharlo,2021-03-09 13:52:59+00:00,0,None,@JamesOngwae @susan_mochache @MOH_Kenya Health workers in Kisii County queue for the Covid- 19 vaccine  at KTRH hospital today. https://t.co/TQ2msXKFc7,,,
2775,kipembecharlo,2021-03-09 13:50:34+00:00,0,None,"@JamesOngwae @susan_mochache @MOH_Kenya Kisii health workers to start receiving 45,000 doses of Covid-19 vaccine this week in KTRH hospital",,,
2776,SongotP,2021-03-09 10:46:13+00:00,0,None,Covid 19 vaccines should also be devolved like health services...where will I get a jab of it in Turkana county? @MOH_Kenya,,,
2777,MSAKE_Kenya,2021-03-09 09:08:41+00:00,11,None,05.03.2021\n\nThis day marks an important event for medical students in  🇰🇪 Kenya. Two students from the UON SoMed received the COVID-19 vaccine. @yaasHamza (NO-SCOME) and Wambui Mwaura (NO-SCORE)...,,,
2778,nyawirakibira,2021-03-09 06:58:47+00:00,0,None,With the support of the TRACK program under @CIHEB_Kenya @KisumuCountyKE  joins the Nation in the roll out of COVID-19 vaccine. @UNICEFKenya @NvipKenya @MOH_Kenya #CovidVaccine https://t.co/gmwyAv...,,,
2779,3Neelkenya,2021-03-09 06:54:09+00:00,0,None,Why health workers in Kenya are hesitant to take Covid-19 vaccine https://t.co/6Z9ioGRL1b #CovidVaccine https://t.co/LH1WdVdmUP,,,
2780,nyawirakibira,2021-03-09 06:50:45+00:00,4,None,Lined up for a V. @TrishDRarriw and I. @CIHEB_Kenya under TRACK program supporting @KisumuCountyKE in the roll of up of COVID-19 vaccine #CovidVaccine https://t.co/N2SNrnaCL7,,,
2781,usembassytz,2021-03-09 04:33:28+00:00,25,None,"Over 12 million COVAX Vaccines have now reached 19 countries in Africa, including Uganda, Kenya, and Rwanda. These life-saving vaccines will protect the most vulnerable (including the elderly and ...",,,
2782,ErickDerick77,2021-03-08 17:18:20+00:00,2,None,Why are so many people in Africa especially Kenya are so skeptical about this covid-19 vaccine ????,,,
2783,Jahmu__,2021-03-08 15:10:21+00:00,1,None,"In one year Kenya has so far conducted a total of  1,336,614 (roughly 0.03 of the total population) Covid-19 tests. How soon do you think you'll get the Covid-19 vaccine?",,,
2784,MakeItKenya,2021-03-08 14:13:32+00:00,1,None,The pass was developed in partnership with the @AfricaCDC to enable Kenya Airways passengers to verify compliance easily and securely to Covid-19 test or vaccine travel requirements (2/2).\n\nhttp...,,,
2785,_tairus,2021-03-08 13:49:04+00:00,0,None,If nobody has attempted to steal the covid-19 vaccine yet in Kenya then I dont trust it,,,
2786,Business_KE,2021-03-08 13:35:49+00:00,1,None,Commercial sex workers are calling on the government to include them in the first phase of the Covid-19 vaccine rollout in Kenya. https://t.co/SWmP7MLim5,,,
2787,citizentvkenya,2021-03-08 12:22:24+00:00,29,None,"Vaccination In Counties:\nSeveral counties kick off vaccination of health workers \nKiambu county aims to vaccinate 6,000 healthcare workers\nMore than 3500 health workers to be vaccinated in Naku...",,,
2788,BreakingKenya,2021-03-08 11:48:59+00:00,0,None,#Breakingkenyanews  Health workers in Kenya hesitant about taking Covid-19 vaccine https://t.co/8Kvi4dbRX5,,,
2789,NairobiTimes_Ke,2021-03-08 09:45:43+00:00,0,None,Why health workers in Kenya are hesitant to take Covid-19 vaccine - https://t.co/3dptVcZobc,,,
2790,MiskellahMD,2021-03-08 09:41:23+00:00,6,None,Thank you @MOH_Kenya for providing us the frontline soldiers WITH COVID-19 vaccine .as @kmpdu we are proud of the efforts to put frontline workers first in this noble cause. https://t.co/oap5mA9deR,,,
2791,YTBotbyPS,2021-03-08 09:15:58+00:00,0,None,[UNCATEGORISED] New Video from Sheila Lives Out Loud: OF THE COVID-19 VACCINE IN KENYA AND WHAT HAPPENS NEXT https://t.co/mIMOuuYN9p,,,
2792,janzigbe,2021-03-08 09:06:32+00:00,1,None,"Health workers in Kenya hesitant about taking Covid-19 vaccine.\nAccording to KMA's Secretary-General, Dr Simon Kigondu, the fear of side effects, lack of knowledge, and the speed at which the vac...",,,
2793,SwalaNyetiKe,2021-03-08 09:00:02+00:00,0,None,Covid-19: Acting Health DG Patrick Amoth first in Kenya to receive vaccine \n\nhttps://t.co/FQqDA9Fxtq,,,
2794,MacOtani,2021-03-08 08:39:26+00:00,2,None,Why health workers in Kenya are hesitant to take Covid-19 vaccine https://t.co/mdHoEUTGOy,,,
2795,Nairobi_News,2021-03-08 08:30:00+00:00,20,None,Why health workers in Kenya are hesitant to take Covid-19 vaccine https://t.co/ykkvghOb7R,,,
2796,peterkimutai98,2021-03-08 07:53:32+00:00,0,None,"Getting this covid 19 vaccine in Kenya is the same as getting a job, it will also depend on whom do you know. otherwise, God's grace will be enough.",,,
2797,NationAfrica,2021-03-08 05:00:00+00:00,13,None,"Health workers in Kenya hesitant about taking Covid-19 vaccine\n\nKenya’s efforts to vaccinate its population against Covid-19 have come with a growing reluctance among some health workers, who ha...",,,
2798,lugwaja,2021-03-08 04:40:19+00:00,0,None,Health workers in Kenya hesitant about taking Covid-19 vaccine https://t.co/RWcEyHlvhv,,,
2799,NationFMNews,2021-03-08 04:35:02+00:00,1,None,Health workers in Kenya hesitant about taking Covid-19 vaccine\nhttps://t.co/AyAjr7lRjp\n\n#TinaKaggia https://t.co/Nmla3Vy6nh,,,
2800,SalimSwaleh001,2021-03-08 04:25:50+00:00,0,None,Health workers in Kenya hesitant about taking Covid-19 vaccine\n\n#COVID19Vaccine \n#BarakaZaMilele \n#NBAAIIStar https://t.co/HCF8W26c0i,,,
2801,tinakaggia,2021-03-08 04:00:46+00:00,11,None,"Health workers in Kenya are hesitant about taking Covid-19 vaccine, stating the fear of side effects, lack of knowledge, and the speed at which the vaccines were developed among the factors fuelin...",,,
2802,dennis_wendo,2021-03-08 02:30:15+00:00,0,None,In Your Monday Star \n- Musalia's entry at the centre of handshake feud.\n- The ins and outs of Kenya's Covid-19 vaccine rollout plan.\n- Muturi installation fuels confusion on Uhuru succession.\n...,,,
2803,ntvkenya,2021-03-07 22:00:06+00:00,61,None,Health workers in Kenya hesitant about taking Covid-19 vaccine\nhttps://t.co/bieIieU2M0,,,
2804,PhilipOgola,2021-03-07 19:30:50+00:00,1,None,Health workers in Kenya hesitant about taking Covid-19 vaccine https://t.co/5hg2hPLTcl  @emcleans,,,
2805,OliverMathenge,2021-03-07 18:46:51+00:00,15,None,In Your Monday @TheStarKenya \n- Musalia's entry at the centre of handshake feud.\n- The ins and outs of Kenya's Covid-19 vaccine rollout plan.\n- Muturi installation fuels confusion on Uhuru succ...,,,
2806,TheStarKenya,2021-03-07 18:45:08+00:00,23,None,In Your Monday Star \n- Musalia's entry at the centre of handshake feud.\n- The ins and outs of Kenya's Covid-19 vaccine rollout plan.\n- Muturi installation fuels confusion on Uhuru succession.\n...,,,
2807,BossMadam05,2021-03-07 18:43:52+00:00,0,None,"In total 10 African Countries received  Covid  19 vaccines;, Kenya; Ghana ; Nigeria,  Egypt , Zimbwabe; Algeria Rwanda , Angola  Senegal and  South Africa . Namibia  we are on our own only  depend...",,,
2808,Ramah_Nyang,2021-03-07 17:18:43+00:00,8,None,"Days after the first batch of vaccines landed in the country, #Kenya's Health Ministry's still not incorporating vaccination data into the daily COVID-19 updates.  \n\n#Rwanda, in the meantime, is...",,,
2809,eliudkibii,2021-03-07 07:09:21+00:00,0,None,Covid-19 vaccines in Kenya: Global effort EU is proud to support https://t.co/mVxB9R0u1i via @thestarkenya | @EUinKenya #VaccineDiplomacy,,,
2810,KenyaTodayNews,2021-03-07 06:18:12+00:00,0,None,Covid-19 vaccines in Kenya: Global effort EU is proud to support https://t.co/M7f5tc56Kd,,,
2811,davidookelo,2021-03-06 20:10:57+00:00,0,None,"@DrAlfredMutua His excellency the Governor, can you clarify this""The manufacturers of this covid-19 vaccines in Kenya?""",,,
2812,Locham_David,2021-03-06 18:41:45+00:00,7,None,"#COVID19 #Vaccination: @MOHTurkana CEC Hon. Ajele has confirmed on Saturday that #Turkana county is set to receive 9,000 doses of COVID-19 vaccines for 4,500 people in the next week. The vaccine w...",,,
2813,DrAlfredMutua,2021-03-06 18:15:23+00:00,34,None,"I also urge Kenyans to embrace the covid-19 vaccines in the country. The manufacturers of this covid-19 vaccines in Kenya are credible and as a sign of confidence, I am ready to receive my vacine ...",,,
2814,jumaf3,2021-03-06 16:16:43+00:00,20,None,"Rwanda vaccinated 50,000 against Covid-19 on day 1. In Kenya, we vaccinated around 100, took selfies and went home. We shall only remember when the vaccines grow legs from wherever they are being ...",,,
2815,watsupafrica,2021-03-06 11:59:35+00:00,0,None,#Kenya: K24EveningEdition special coverage of the arrival of COVID-19 vaccine in the country https://t.co/uvoh7IKdIG,,,
2816,NorvanReports,2021-03-06 11:47:52+00:00,1,None,Kenya: $41 million meant for Covid-19 vaccines missing in budget statement #NorvanReports  https://t.co/HyECswXDtp,,,
2817,BrightKenyaNews,2021-03-06 09:52:36+00:00,0,None,Here Is a List Of Nairobi Hospitals in Kenya Cleared To Offer Covid-19 Vaccine Jabs.\nhttps://t.co/77eeYXA17x\n#COVID19 #vaccination #Nairobi #coronavirus #Corona,,,
2818,_Patrikmacharia,2021-03-06 09:22:03+00:00,0,None,Introduction and deployment of covid-19 vaccine roll out training\nthe training was organized by The Ministry of Health  in partnership with Amref Health Africa in Kenya  and others NGO- Non Gover...,,,
2819,watsupafrica,2021-03-06 08:58:18+00:00,0,None,#Kenya: Catholic Church in Kenya says it supports COVID-19 vaccine https://t.co/299Sn1tte5,,,
2820,MikeBeelee,2021-03-06 07:53:35+00:00,0,None,"Talk of Covid-19 vaccine, I will glorify The Lord God Almighty who has reversed the hyped impediment in Kenya. I know my Redeemer! He lives and He will continue protecting our nation.",,,
2821,FQuinlanIRL,2021-03-06 07:27:53+00:00,14,None,.⁦@EuMordue⁩ on #EU support for vaccines in Kenya: “Team Europe’s work is motivated by the need for fair & equitable access to the Covid-19 vaccines. Team Europe has provided Sh13.2 billion in...,,,
2822,ItsMagaki,2021-03-06 06:40:19+00:00,7,None,At long last the #CovidVaccine is in Kenya. It doesnt mean that you dont follow the usual @MOH_Kenya guidelines. The vaccine reduces the chances of getting Covid 19.\n#AmrefCovid19ResponseKE https...,,,
2823,PulseLiveKenya,2021-03-06 05:58:12+00:00,3,None,Emerging details indicate that the second phase of Covid-19 vaccinations in Kenya may be in jeopardy.\n\nThe Parliamentary Budget and Appropriation committee on Friday revealed that the Sh4.5 bill...,,,
2824,Amref_Worldwide,2021-03-06 05:55:12+00:00,7,None,We will continue supporting Governments in Africa in accessing COVID-19 vaccines to areas and regions in their respective countries.  This is an excellent example of great collaboration between @M...,,,
2825,UNICEF,2021-03-06 05:10:03+00:00,271,None,"""We're exposed to many people at work but now I feel safer.”\n\nShiprah, a social worker, is one of the first to be vaccinated against COVID-19 in Kenya. \n\nShe received her vaccine thanks to COV...",,,
2826,LubaoFm,2021-03-06 04:57:35+00:00,0,None,"Dr. @CollinsWabomba Tabu, The Head of Immunization and Vaccine in the @MOH_Kenya, becomes the 4th Kenyan to receive COVID-19 vaccine.\nDr Wabomba is the last born son of the late Mama Berita Tabu,...",,,
2827,OneJacobKelly,2021-03-06 04:42:24+00:00,10,None,"The first COVID-19 vaccine shot in Kenya was administered to DR AMOTH, Acting Director General MOH. \n\nUhuru will look for a Kikuyu Candidate for Director General Post when AMOTH stops Acting tha...",,,
2828,ntvkenya,2021-03-05 18:49:12+00:00,7,None,Parliament On Covid-19 Vaccines:\n\nParliament is questioning the source of funds being deployed in Kenya's Covid-19 vaccination exercise.\n\nThe National Assembly states that there was no such pr...,,,
2829,TimesLIVE,2021-03-05 17:19:55+00:00,3,None,"Members of the Kenya Catholic Doctors Association have voiced their scepticism about the rollout of Covid-19 vaccines in the country, saying they believe vaccination against the coronavirus to be ...",,,
2830,dennisomanga,2021-03-05 17:16:06+00:00,0,None,The first COVID-19 vaccine shot in Kenya administered to acting Director of Health Patrick Amoth. https://t.co/jeLwXH9sSH https://t.co/X90SvmLP7m,,,
2831,Oliat_,2021-03-05 16:46:34+00:00,0,None,"If you're in Kenya and your workplace won't get you the COVID-19 vaccine, forget about it!\n\nNgojea 2025!",,,
2832,thiongo391,2021-03-05 15:43:43+00:00,8,None,"By the way if you need to understand more about vaccines read more tweets/ threads from @CKyobutungi,for now read more from her about the roll out plan of COVID-19 vaccine in Kenya. #informationis...",,,
2833,Trendingken,2021-03-05 14:31:30+00:00,5,None,"The first COVID-19 vaccine shot in Kenya administered to acting Director of Health Patrick Amoth, Lkn that face speaks alot might he turn to be a zombie later 🤔 🤣🤣.. https://t.co/nRvNqt8g9U",,,
2834,Moha001_Onyango,2021-03-05 14:11:58+00:00,30,None,In developed countries Heads of States and Governments are the first ones to get the COVID-19 jab in order to inspire public confidence. Here in Kenya senior politicians are taking a backseat. Mea...,,,
2835,BoombuzzKE,2021-03-05 13:38:46+00:00,0,None,Dr. Patrick Amoth becomes first person to receive the AstraZeneca Covid-19 vaccine in Kenya https://t.co/ivELxAL2rB,,,
2836,amsroy,2021-03-05 13:33:36+00:00,0,None,@emcleans @KNH_hospital Though I believe that some embassies vaccinated their staff in Kenya against COVID-19 before the vaccine was officially in the country. Somehow that did not make it onto so...,,,
2837,watsupafrica,2021-03-05 13:19:02+00:00,0,None,#Kenya: Vaccine in Kenya: Dr. Mercy Korir talks on the Covid-19 vaccines expected in the country today https://t.co/ICQBJiFIMd,,,
2838,SiginonG,2021-03-05 13:15:28+00:00,4,None,"Today, is #EmployeeAppreciationDay, we celebrate the team at @SiginonG  #PoweringTrade on a daily basis.\n\nSiginon #Aviation was part of history in the efficient, safe and professional handling o...",,,
2839,watsupafrica,2021-03-05 12:47:39+00:00,0,None,#Kenya: Vaccine in Kenya: Garissa residents express their concerns on Covid-19 vaccines https://t.co/apN0nAjUJt,,,
2840,watsupafrica,2021-03-05 12:47:15+00:00,0,None,#Kenya: Vaccine in Kenya: Garissa residents express their concerns on Covid-19 vaccines https://t.co/rMMN7jef4N,,,
2841,News_Kenya,2021-03-05 12:44:36+00:00,0,None,"China provides COVID-19 vaccines to Arab League: CAIRO, Egypt, March 5 - China provided on Thursday a batch of Sinopharm COVID-19 vaccines to the Arab League (AL) general secretariat in Cairo, the...",,,
